layer,x1_mm,y1_mm,x2_mm,y2_mm,width_mm,length_mm,net
B.Cu,155.5,138.5,154.825,138.5,0.2,0.68,+9V_FILT
B.Cu,157.0,126.2,156.9,126.1,0.2,0.14,+9V_FILT
B.Cu,193.096,141.904,193.096,145.38,0.2,3.48,+9V_FILT
B.Cu,204.325,137.175,204.325,130.825,0.2,6.35,+9V_FILT
B.Cu,157.0,137.0,155.5,138.5,0.2,2.12,+9V_FILT
B.Cu,203.25,129.75,199.5,129.75,0.2,3.75,+9V_FILT
B.Cu,189.0,137.0,157.0,137.0,0.2,32.0,+9V_FILT
B.Cu,156.9,89.25,156.9,126.1,0.2,36.85,+9V_FILT
B.Cu,149.5,129.675,156.825,129.675,0.2,7.32,+9V_FILT
B.Cu,156.9,82.638,157.037,82.5,0.2,0.19,+9V_FILT
B.Cu,157.0,137.0,157.0,129.5,0.2,7.5,+9V_FILT
B.Cu,189.0,137.809,193.096,141.904,0.2,5.79,+9V_FILT
B.Cu,154.0,77.0,152.0,77.0,0.2,2.0,island_043
B.Cu,155.463,78.513,155.45,78.5,0.2,0.02,island_043
B.Cu,155.45,78.45,154.0,77.0,0.2,2.05,island_043
B.Cu,151.145,77.855,151.145,78.5,0.2,0.65,island_043
B.Cu,148.5,78.5,151.145,78.5,0.2,2.64,island_043
B.Cu,152.0,77.0,151.145,77.855,0.2,1.21,island_043
B.Cu,155.45,78.5,155.45,78.45,0.2,0.05,island_043
B.Cu,155.463,82.5,155.463,78.513,0.2,3.99,island_043
B.Cu,144.4,65.65,144.4,71.65,0.2,6.0,island_044
B.Cu,146.4,78.5,144.25,76.35,0.2,3.04,island_044
B.Cu,144.25,76.35,144.25,71.8,0.2,4.55,island_044
B.Cu,144.25,71.8,144.4,71.65,0.2,0.21,island_044
B.Cu,146.4,81.5,146.4,78.5,0.2,3.0,island_044
B.Cu,143.0,81.75,144.25,83.0,0.2,1.77,island_045
B.Cu,131.795,81.75,143.0,81.75,0.2,11.21,island_045
B.Cu,153.25,82.0,153.25,81.5,0.2,0.5,island_045
B.Cu,144.25,83.0,152.25,83.0,0.2,8.0,island_045
B.Cu,153.245,78.5,153.245,81.495,0.2,2.99,island_045
B.Cu,126.775,76.73,131.795,81.75,0.2,7.1,island_045
B.Cu,153.245,81.495,153.25,81.5,0.2,0.01,island_045
B.Cu,152.25,83.0,153.25,82.0,0.2,1.41,island_045
B.Cu,216.5,81.675,216.575,81.75,0.2,0.11,island_005
B.Cu,216.5,80.5,216.5,81.675,0.2,1.17,island_005
B.Cu,207.825,80.5,213.25,80.5,0.2,5.43,island_005
B.Cu,207.325,80.0,207.825,80.5,0.2,0.71,island_005
B.Cu,200.5,75.5,200.5,70.25,0.2,5.25,island_046
B.Cu,190.5,76.0,190.5,70.25,0.2,5.75,island_047
B.Cu,153.15,71.65,155.4,71.65,0.2,2.25,island_048
B.Cu,152.0,70.5,153.15,71.65,0.2,1.63,island_048
B.Cu,152.0,63.201,152.0,70.5,0.2,7.3,island_048
B.Cu,150.5,61.701,152.0,63.201,0.2,2.12,island_048
B.Cu,131.049,61.701,150.5,61.701,0.2,19.45,island_048
B.Cu,130.75,62.0,131.049,61.701,0.2,0.42,island_048
B.Cu,126.775,72.92,126.775,67.725,0.2,5.2,island_048
B.Cu,130.75,63.75,130.75,62.0,0.2,1.75,island_048
B.Cu,126.775,67.725,130.75,63.75,0.2,5.62,island_048
B.Cu,149.5,131.325,149.5,132.75,0.2,1.43,island_006
B.Cu,141.175,141.175,141.349,141.349,0.2,0.25,island_007
B.Cu,149.25,140.75,149.5,140.5,0.2,0.35,island_007
B.Cu,141.175,129.75,141.175,136.425,0.2,6.67,island_007
B.Cu,141.175,136.425,141.175,141.175,0.2,4.75,island_007
B.Cu,141.349,141.349,149.25,141.349,0.2,7.9,island_007
B.Cu,149.25,141.349,149.25,140.75,0.2,0.6,island_007
B.Cu,199.5,131.4,199.5,132.75,0.2,1.35,island_008
B.Cu,202.5,134.5,201.5,133.5,0.2,1.41,island_009
B.Cu,202.825,138.825,202.5,138.5,0.2,0.46,island_009
B.Cu,202.5,138.5,202.5,134.5,0.2,4.0,island_009
B.Cu,204.325,138.825,202.825,138.825,0.2,1.5,island_009
B.Cu,201.5,133.5,200.75,133.5,0.2,0.75,island_009
B.Cu,190.65,138.4,193.5,141.25,0.2,4.03,island_010
B.Cu,190.65,137.0,190.65,138.4,0.2,1.4,island_010
B.Cu,193.5,141.25,199.0,141.25,0.2,5.5,island_010
